0.9620655036, 0.0009789326
0.9619624753, 0.0021186998
0.9618593890, 0.0035843133
0.9617906070, 0.0048872353
0.9617046873, 0.0061900415
0.9616186519, 0.0081445403
0.9615840148, 0.0101808480
0.9615494066, 0.0120542326
0.9615491171, 0.0136834640
0.9615487698, 0.0156385417
0.9615313137, 0.0174305805
0.9615995313, 0.0193046599
0.9616505967, 0.0212600850
0.9617187853, 0.0232970875
0.9618041694, 0.0250083595
0.9619237564, 0.0271271709
0.9620776331, 0.0291647523
0.9621887019, 0.0309983904
0.9623169808, 0.0324248364
0.9624367125, 0.0337290321
0.9626077412, 0.0356852678
0.9628131032, 0.0373158887
0.9630013419, 0.0388649324
0.9632410080, 0.0403328618
0.9634635075, 0.0419635986
0.9637031881, 0.0433500664
0.9639599773, 0.0448995732
0.9642339476, 0.0462048111
0.9644908092, 0.0473470100
0.9647476997, 0.0483262858
0.9650901770, 0.0498763716
0.9654155746, 0.0511004952
0.9657581387, 0.0521618116
0.9661349926, 0.0531418979
0.9665119188, 0.0537146764
0.9668203091, 0.0542055301
0.9671629890, 0.0546151539
0.9675399876, 0.0547806245
0.9679684425, 0.0547020578
0.9683455279, 0.0543787590
0.9687740551, 0.0538928845
0.9691169812, 0.0529176615
0.9694770448, 0.0519425543
0.9697343117, 0.0508038292
0.9699744264, 0.0497464499
0.9701802949, 0.0485259159
0.9704033011, 0.0473054976
0.9705577712, 0.0460031546
0.9707636397, 0.0447826206
0.9709181098, 0.0434802776
0.9710897176, 0.0421780503
0.9712099414, 0.0407125526
0.9713301653, 0.0392470549
0.9714675267, 0.0377816729
0.9715706130, 0.0363160594
0.9716737282, 0.0346875227
0.9718111475, 0.0328962945
0.9719314582, 0.0309420273
0.9720003271, 0.0291503359
0.9721206378, 0.0271960687
0.9721038331, 0.0253223368
0.9721384991, 0.0231231059
0.9721388465, 0.0211680282
0.9721392084, 0.0191314889
0.9720710198, 0.0170944864
0.9720541716, 0.0154651392
0.9719689033, 0.0131021746
0.9719349755, 0.0111468653
0.9718324972, 0.0091910928
0.9716957726, 0.0070721655
0.9714733744, 0.0048711978
0.9713193674, 0.0035667704
0.9711824691, 0.0024253821
0.9709427886, 0.0010389142
